1,2.26,12142.86
2,3.48,4388.19
3,3.88,2900.38
4,4.01,2460.41
5,4.08,2266.19
6,4.11,2178.57
7,4.12,2135.23
8,4.13,2120.85
9,4.13,2092.2
10,4.13,2092.2
11,4.14,2077.92
12,4.14,2063.68
13,4.14,2063.68
14,4.14,2063.68
15,4.14,2063.68
16,4.15,2049.47
17,4.15,2049.47
18,4.15,2049.47
19,4.15,2049.47
20,4.15,2049.47
21,4.15,2049.47
22,4.15,2049.47
23,4.15,2049.47
24,4.15,2049.47
25,4.15,2049.47
26,4.14,2063.68
27,4.14,2063.68
28,4.15,2049.47
29,4.15,2049.47
30,4.14,2077.92
31,3.77,3268.48
32,3.19,5666.16
33,2.9,7222.22
34,2.76,8106.19
35,2.69,8566.24
36,2.65,8839.78
37,2.63,8979.59
38,2.62,9050.28
39,2.62,9085.82
40,2.61,9121.5
41,2.61,9121.5
42,2.61,9157.3
43,2.61,9157.3
44,2.61,9157.3
45,2.61,9157.3
46,2.61,9157.3
47,2.61,9121.5
48,2.61,9157.3
49,2.61,9121.5
50,2.61,9157.3
51,2.61,9157.3
52,2.61,9121.5
53,2.61,9121.5
54,2.61,9121.5
55,2.61,9121.5
56,2.61,9121.5
57,2.61,9121.5
58,2.61,9121.5
59,2.61,9121.5
60,2.61,9193.25
61,3.45,4490.08
62,3.89,2851.76
63,4.03,2400
64,4.09,2222.22
65,4.12,2135.23
66,4.13,2092.2
67,4.14,2077.92
68,4.15,2049.47
69,4.15,2049.47
70,4.15,2035.29
71,4.15,2035.29
72,4.15,2035.29
73,4.15,2035.29
74,4.16,2021.15
75,4.16,2021.15
76,4.16,2007.04
77,4.16,2007.04
78,4.16,2007.04
79,4.16,2007.04
80,4.16,2021.15
81,4.16,2021.15
82,4.09,2236.84
83,4.1,2207.64
84,4.13,2106.51
85,4.14,2063.68
86,4.15,2049.47
87,4.15,2035.29
88,4.16,2021.15
89,4.16,2021.15
90,4.16,2021.15
91,4.16,2021.15
92,3.89,2867.92
93,3.26,5337.33
94,2.95,6965.18
95,2.79,7915.94
96,2.72,8399.28
97,2.67,8702.01
98,2.65,8839.78
99,2.64,8944.45
100,2.63,8979.59
101,2.63,9014.87
102,2.63,9014.87
103,2.63,9014.87
104,2.62,9050.28
105,2.62,9050.28
106,2.62,9050.28
107,2.62,9050.28
108,2.62,9050.28
109,2.62,9050.28
110,2.63,9014.87
111,2.63,9014.87
112,2.62,9050.28
113,2.63,9014.87
114,2.63,9014.87
115,2.63,9014.87
116,2.63,9014.87
117,2.62,9050.28
118,2.63,9014.87
119,2.63,9014.87
120,2.62,9050.28
121,3.17,5787.04
122,3.81,3115.38
123,4,2490.84
124,4.08,2266.19
125,4.12,2149.64
126,4.13,2092.2
127,4.14,2077.92
128,4.15,2049.47
129,4.15,2049.47
130,4.15,2035.29
131,4.15,2035.29
132,4.15,2035.29
133,4.15,2035.29
134,4.15,2035.29
135,4.15,2035.29
136,4.15,2035.29
137,4.15,2035.29
138,4.15,2035.29
139,4.15,2035.29
140,4.15,2035.29
141,4.15,2035.29
142,4.15,2035.29
143,4.15,2035.29
144,4.15,2035.29
145,4.15,2035.29
146,4.15,2035.29
147,4.15,2035.29
148,4.15,2035.29
149,4.15,2035.29
150,4.15,2035.29
151,4.14,2063.68
152,3.67,3640
153,3.15,5885.09
154,2.9,7251.27
155,2.78,8010.56
156,2.71,8432.43
157,2.68,8667.88
158,2.66,8805.15
159,2.65,8874.54
160,2.64,8909.43
161,2.64,8944.45
162,2.64,8944.45
163,2.64,8944.45
164,2.64,8944.45
165,2.63,8979.59
166,2.63,8979.59
167,2.63,8979.59
168,2.63,8979.59
169,2.64,8944.45
170,2.64,8944.45
171,2.64,8944.45
172,2.64,8944.45
173,2.63,8979.59
174,2.64,8944.45
175,2.64,8944.45
176,2.64,8944.45
177,2.64,8944.45
178,2.64,8944.45
179,2.64,8944.45
180,2.64,8944.45
181,2.64,8944.45
